0.59329377 ,0.79325725 ,0.85761306 ,0.63302624 ,0.16955778 
0.55413879 ,0.74951143 ,0.80983053 ,0.61300823 ,0.20327881 
0.61241809 ,0.81096323 ,0.88781599 ,0.77038693 ,0.22800785 
0.56462516 ,0.75006480 ,0.82508528 ,0.77986322 ,0.30843027 
0.61877237 ,0.80321826 ,0.86880525 ,0.77219129 ,0.36282774 
0.63145723 ,0.81316132 ,0.88390460 ,0.79249022 ,0.36005598 
0.64973544 ,0.82941945 ,0.88723992 ,0.75762230 ,0.15390644 
0.66871926 ,0.83437457 ,0.88750816 ,0.80983912 ,0.43908902 
0.71913180 ,0.85137529 ,0.87889272 ,0.75780033 ,0.12643887 
0.70647883 ,0.86846611 ,0.91353202 ,0.79202986 ,0.38813696 
0.69932495 ,0.86193349 ,0.90994434 ,0.81822704 ,0.29479405 
0.70005038 ,0.86462958 ,0.91789425 ,0.83129431 ,0.40938002 
0.74708954 ,0.89192993 ,0.94103677 ,0.92294455 ,0.53872174 
0.79901286 ,0.92158854 ,0.95115015 ,0.89373614 ,0.58322537 
0.81827322 ,0.92375854 ,0.93869830 ,0.86402205 ,0.51547708 
0.78258835 ,0.90499270 ,0.92389687 ,0.75573905 ,0.28392917 
0.81796318 ,0.93151102 ,0.94996942 ,0.85338272 ,0.41916685 
0.79140720 ,0.90865768 ,0.93570548 ,0.87940974 ,0.47537947 
0.88855027 ,0.95514747 ,0.95821194 ,0.83194507 ,0.66102766 
0.87276517 ,0.95093463 ,0.96096150 ,0.89102335 ,0.65821617 
0.90840523 ,0.95464552 ,0.95625162 ,0.92380799 ,0.73205912 
0.94567627 ,0.97477129 ,0.97035866 ,0.90471238 ,0.81058146 
