0.57544661 ,0.80575715 ,0.85883891 ,0.62702782 ,0.14320472 
0.54732933 ,0.77154439 ,0.82261437 ,0.61218766 ,0.18193938 
0.59991373 ,0.82232723 ,0.88811069 ,0.78026614 ,0.23965921 
0.54197673 ,0.75303795 ,0.81236094 ,0.72320840 ,0.25217284 
0.60068265 ,0.80415718 ,0.86504374 ,0.74042676 ,0.31450559 
0.62705403 ,0.82267950 ,0.88499757 ,0.79666352 ,0.33541056 
0.62678928 ,0.83086900 ,0.88261127 ,0.70359999 ,0.16547466 
0.65306401 ,0.83209068 ,0.88625849 ,0.79394464 ,0.37014050 
0.66258328 ,0.81710424 ,0.85132325 ,0.68116854 ,0.15388536 
0.69223817 ,0.86535779 ,0.90967857 ,0.77814751 ,0.35853218 
0.66562764 ,0.85704608 ,0.90714175 ,0.78886418 ,0.27869329 
0.67199538 ,0.85642205 ,0.91222993 ,0.81396131 ,0.36774116 
0.70673988 ,0.86561505 ,0.91728928 ,0.88512278 ,0.46683280 
0.74620284 ,0.89835945 ,0.93915368 ,0.86579306 ,0.48811556 
0.78108756 ,0.91008973 ,0.93810781 ,0.83654492 ,0.51151614 
0.76689577 ,0.89903266 ,0.91957340 ,0.75806085 ,0.32109137 
0.78800464 ,0.91691781 ,0.94173141 ,0.82261427 ,0.44196790 
0.74627348 ,0.88162700 ,0.91942984 ,0.84357588 ,0.44155725 
0.86600443 ,0.94381984 ,0.95508367 ,0.83945703 ,0.65158549 
0.82880681 ,0.93221246 ,0.95216446 ,0.86420524 ,0.60746441 
0.85048927 ,0.93508389 ,0.95414630 ,0.87486020 ,0.64611890 
0.91557848 ,0.96414319 ,0.97001856 ,0.90636345 ,0.77019693 
